depth	min	max	median	mean
0	-70	-70	-70	-70
1	-69.1	-64	-68.4	-68.2
2	-67.5	-55.6	-65.5	-64.7
3	-65.2	-46.5	-61.2	-59.8
4	-62.3	-38	-55.5	-54.1
5	-58.1	-28.8	-48.7	-47.4
6	-52.8	-17.9	-39.4	-38.4
7	-43.7	11.8	-22.8	-21
8	-35.9	27.8	-11.2	-9.2
9	-29.4	42.9	-0.4	1.4
10	-22.6	56.4	9.7	11.5
11	-15.3	69.9	19.7	21.5
12	-7.9	82.1	29.6	31.5
13	-1.7	96	40.1	41.7
